4237 11.424157 41.724266 20.331 0.049 20.336 0.032 0.34   128.2  23.6  13.6  42.2  3.5e+03  1.4e+03  7.8e+03   6.7   4.5  11.6  1.1e+03  4.9e+02  1.8e+03
4239 11.427222 41.736649 17.002 0.009 16.847 0.005 0.43  1575.0  62.3  58.2  66.3  5.9e+05  5.9e+05  7.4e+05  26.4  22.6  30.3  3.2e+05  2.0e+05  3.2e+05
4240 11.414806 41.728828 20.125 0.043 20.108 0.027 0.28   141.8  36.2  20.0  48.4  6.1e+03  2.7e+03  8.3e+03   9.1   6.0  16.5  1.2e+03  5.8e+02  3.4e+03
4241 11.376151 41.731640 18.886 0.022 18.722 0.012 0.35   315.0  75.9  67.7  84.0  8.6e+04  7.2e+04  8.6e+04  44.6  32.9  51.7  4.6e+04  3.2e+04  6.4e+04
4244 11.418640 41.743904 20.051 0.039 19.867 0.022 0.42   135.0  74.1  57.9  88.3  4.2e+04  3.4e+04  5.8e+04  42.4  22.1  54.5  2.7e+04  1.1e+04  3.6e+04
4246 11.506487 41.747608 17.494 0.010 17.389 0.006 0.10   445.5  71.0  66.7  74.7  3.9e+04  3.9e+04  3.9e+04  38.0  30.2  42.8  2.5e+04  1.7e+04  2.5e+04
4248 11.333149 41.752300 18.139 0.014 18.014 0.008 0.41   252.0  53.5  48.4  60.4  1.4e+05  1.4e+05  1.8e+05  19.3  16.7  24.4  5.8e+04  5.8e+04  5.8e+04
4250 11.338372 41.755512 18.849 0.020 18.678 0.011 0.20   173.2  90.0  82.4  98.8  3.4e+04  2.8e+04  4.0e+04  55.3  50.5  60.2  2.8e+04  2.2e+04  2.8e+04
4254 11.387332 41.777225 15.438 0.004 15.216 0.002 0.29  5991.8 103.3 101.2 105.4  1.9e+06  1.9e+06  1.9e+06  62.6  61.4  63.7  1.3e+06  1.3e+06  1.3e+06
4257 10.974534 41.782562 15.284 0.004 15.226 0.002 0.19  2817.0  49.6  48.7  51.1  3.7e+05  3.7e+05  3.7e+05  17.5  16.8  18.2  1.5e+05  1.5e+05  1.5e+05
4258 11.517784 41.774586 17.695 0.011 17.494 0.006 0.24   335.2  99.2  94.2 105.0  1.6e+05  1.4e+05  1.6e+05  60.3  57.5  63.4  1.1e+05  1.1e+05  1.1e+05
4259 10.826731 41.776924 18.978 0.020 19.003 0.012 0.20   112.5  26.1  19.8  34.1  7.0e+03  4.2e+03  7.0e+03   7.1   6.0   8.7  1.3e+03  9.1e+02  1.8e+03
4261 11.289403 41.783325 19.517 0.027 19.466 0.016 0.34   130.5  41.7  30.4  47.9  1.7e+04  1.2e+04  2.3e+04  11.2   8.1  16.3  3.9e+03  2.8e+03  9.4e+03
4262 11.035192 41.783497 19.136 0.024 18.921 0.013 0.41   222.8  86.5  77.6  96.5  1.2e+05  1.0e+05  1.4e+05  53.3  46.4  59.0  7.4e+04  7.4e+04  9.6e+04
4264 11.040332 41.788326 20.494 0.051 20.483 0.033 0.28   121.5  33.7  17.7  49.2  3.2e+03  2.0e+03  5.9e+03   8.6   5.4  17.2  8.6e+02  2.7e+02  2.4e+03
4265 11.699626 41.791775 19.119 0.022 19.135 0.013 0.08   150.8  31.0  23.4  41.0  2.5e+03  1.5e+03  3.4e+03   8.0   6.5  10.3  5.4e+02  4.6e+02  7.6e+02
4266 11.062535 41.792763 19.269 0.024 18.929 0.012 0.24   126.0 164.9 152.2 177.6  1.2e+05  1.2e+05  1.2e+05 101.1  92.6 108.3  6.0e+04  5.1e+04  6.0e+04
4267 11.050551 41.797474 18.608 0.020 18.375 0.011 0.24   477.0 114.2 103.4 125.0  6.9e+04  6.9e+04  6.9e+04  68.3  62.5  74.8  6.0e+04  4.8e+04  6.0e+04
4268 11.414142 41.797840 18.632 0.019 18.755 0.013 0.32   315.0   7.6   6.1   9.4  4.2e+03  2.5e+03  5.1e+03   3.3   2.9   3.7  1.3e+03  1.3e+03  1.8e+03
